1,"Garna, the Bloodflame"
1,Imperial Recruiter
1,Vanquisher's Banner
1,Recruiter of the Guard
1,"Thalia, Heretic Cathar"
1,Mother of Runes
1,Vindicate
1,Eerie Interlude
1,Anguished Unmaking
1,Painful Truths
1,"Alesha, Who Smiles at Death"
1,"Urborg, Tomb of Yawgmoth"
1,Boros Charm
1,Chromatic Lantern
1,Cathars' Crusade
1,Grand Abolisher
1,Skullclamp
1,Sol Ring
1,Bojuka Bog
1,Command Tower
1,Caves of Koilos
1,Akroma's Memorial
1,Damnation
1,Blood Crypt
1,Godless Shrine
1,Sacred Foundry
1,Talisman of Indulgence
1,City of Brass
1,Luxury Suite
1,"Tajic, Legion's Edge"
1,"Judith, the Scourge Diva"
1,Smothering Tithe
1,Unbreakable Formation
1,Emergence Zone
1,Massacre Girl
2,Snow-Covered Mountain
2,Snow-Covered Swamp
6,Snow-Covered Plains
1,Generous Gift
1,Talisman of Hierarchy
1,Talisman of Conviction
1,Icon of Ancestry
1,Castle Ardenvale
1,Herald's Horn
1,Mortify
1,Champion of the Parish
1,Jirina Kudro
1,General's Enforcer
1,General Kudro of Drannith
1,Arcane Signet
1,Dire Tactics
1,Frontier Warmonger
1,Shared Animosity
1,Flawless Maneuver
1,Path of Ancestry
1,Species Specialist
1,Verge Rangers
1,Fireflux Squad
1,Call the Coppercoats
1,Thalia's Lieutenant
1,Thraben Doomsayer
1,Riders of Gavony
1,Knight of the White Orchid
1,"Odric, Master Tactician"
1,Increasing Devotion
1,Devout Chaplain
1,Frontline Medic
1,Citywide Bust
1,Unclaimed Territory
1,Smoldering Marsh
1,Battlefield Forge
1,"Adriana, Captain of the Guard"
1,Xathrid Necromancer
1,Disciple of Bolas
1,Ruinous Ultimatum
1,Savai Triome
1,Vault of Champions
1,Spectator Seating
1,Brightclimb Pathway // Grimclimb Pathway
1,Needleverge Pathway // Pillarverge Pathway
1,Tymna the Weaver
1,Blightstep Pathway // Searstep Pathway
1,Haunting Voyage
1,Swords to Plowshares
1,Blade Historian
1,Myriad Landscape
1,Damn
1,"Adeline, Resplendent Cathar"
1,Haunted Ridge
1,Vault of the Archangel
1,Sundown Pass
1,Cemetery Protector
1,Shattered Sanctum
