1,"Teferi, Hero of Dominaria"
1,Rest in Peace
1,"Jace, the Mind Sculptor"
1,Consecrated Sphinx
1,Flusterstorm
1,Mana Drain
1,Aven Mindcensor
1,As Foretold
1,Pull from Tomorrow
1,Cyclonic Rift
1,Whir of Invention
1,Dramatic Reversal
1,Inventors' Fair
1,Enlightened Tutor
1,Swords to Plowshares
1,Mystical Tutor
1,Mana Crypt
1,Apostle's Blessing
1,Tezzeret the Seeker
1,Mox Opal
1,Narset Transcendent
1,Dig Through Time
1,Flooded Strand
1,Polluted Delta
1,Windswept Heath
1,Fact or Fiction
1,Swan Song
1,Ethersworn Canonist
1,Thirst for Knowledge
1,Sphinx's Revelation
1,Supreme Verdict
1,Hallowed Fountain
1,Grafdigger's Cage
1,Sol Ring
1,Command Tower
1,Trinket Mage
1,Mana Leak
1,Preordain
1,Voltaic Key
1,Arid Mesa
1,Marsh Flats
1,Misty Rainforest
1,Scalding Tarn
1,Fabricate
1,Painter's Servant
1,Mystic Gate
1,Negate
1,Ponder
1,Aura of Silence
1,Counterbalance
1,Grand Arbiter Augustin IV
1,Azorius Signet
1,Muddle the Mixture
1,Fellwar Stone
1,Sensei's Divining Top
1,Chrome Mox
1,Isochron Scepter
1,Talisman of Progress
1,Long-Term Plans
1,Rhystic Study
1,Brainstorm
1,Wrath of God
1,Grim Monolith
1,Mox Diamond
1,Humility
1,Grindstone
1,Scroll Rack
1,Ancient Tomb
1,Mana Vault
1,Impulse
1,Cursed Totem
1,Force of Will
1,Helm of Obedience
1,Merchant Scroll
1,Mystic Remora
1,Strip Mine
1,Copy Artifact
1,Transmute Artifact
1,Land Tax
1,Sea of Clouds
1,Terminus
1,Smothering Tithe
1,Verity Circle
12,Snow-Covered Island
5,Snow-Covered Plains
