1,"Garna, the Bloodflame"
1,Myriad Landscape
1,Faith of the Devoted
1,Shadow of the Grave
1,Cut // Ribbons
1,Voldaren Pariah // Abolisher of Bloodlines
1,Abandon Reason
1,Alchemist's Greeting
1,Insatiable Gorgers
1,Toxic Deluge
1,Alms of the Vein
1,Biting Rain
1,Gisa's Bidding
1,Twins of Maurer Estate
1,Bloodmad Vampire
1,Incorrigible Youths
1,Senseless Rage
1,Stensia Masquerade
1,Smoldering Marsh
1,Dark Deal
1,Ichor Slick
1,Chaos Warp
1,Polluted Delta
1,Wooded Foothills
1,Waste Not
1,"Urborg, Tomb of Yawgmoth"
1,Blood Scrivener
1,Rakdos Charm
1,Dragonskull Summit
1,Terminate
1,Rakdos Signet
1,Sol Ring
1,Bojuka Bog
1,Command Tower
1,Arid Mesa
1,Marsh Flats
1,Scalding Tarn
1,Verdant Catacombs
1,Demonic Tutor
1,Graven Cairns
1,Gibbering Descent
1,Brain Gorgers
1,Muck Drubb
1,Damnation
1,Reckless Wurm
1,Psychotic Episode
1,Blood Crypt
1,Talisman of Indulgence
1,Bloodstained Mire
1,Psychotic Haze
1,Strength of Lunacy
1,Vampiric Tutor
1,Luxury Suite
1,Hedron Archive
1,Blasphemous Act
5,Snow-Covered Mountain
9,Snow-Covered Swamp
1,Prismatic Vista
1,Bag of Holding
1,Glint-Horn Buccaneer
1,Anje's Ravager
1,Anje Falkenrath
1,Archfiend of Spite
1,Big Game Hunter
1,Curse of Fool's Wisdom
1,Nightmare Unmaking
1,Geier Reach Sanitarium
1,Fiery Temper
1,Avacyn's Judgment
1,Murderous Compulsion
1,Gorgon Recluse
1,Grave Scrabbler
1,From Under the Floorboards
1,Dark Withering
1,Call to the Netherworld
1,Asylum Visitor
1,Nightshade Assassin
1,"Rix Maadi, Dungeon Palace"
1,Drownyard Temple
1,Bloodhall Priest
1,Malevolent Whispers
1,Stromkirk Occultist
1,Violent Eruption
1,Distemper of the Blood
1,Weirded Vampire
1,Arcane Signet
1,"Brallin, Skyshark Rider"
1,Surly Badgersaur
