1,Rest in Peace
1,Cascade Bluffs
1,Flusterstorm
1,Mana Drain
1,Kindred Discovery
1,Snap
1,Cyclonic Rift
1,Divergent Transformations
1,Dramatic Reversal
1,Enlightened Tutor
1,Swords to Plowshares
1,Counterspell
1,Future Sight
1,Mystical Tutor
1,Gamble
1,Mana Crypt
1,Mox Opal
1,Flooded Strand
1,Polluted Delta
1,Windswept Heath
1,Wooded Foothills
1,Shivan Reef
1,Mana Confluence
1,Rough // Tumble
1,Swan Song
1,Silence
1,Wear // Tear
1,Dispel
1,Hallowed Fountain
1,Steam Vents
1,Skullclamp
1,Sol Ring
1,Command Tower
1,Gitaxian Probe
1,Mental Misstep
1,Preordain
1,Recurring Insight
1,Arid Mesa
1,Marsh Flats
1,Misty Rainforest
1,Scalding Tarn
1,Exotic Orchard
1,Ponder
1,Delay
1,Pact of Negation
1,Azorius Signet
1,Muddle the Mixture
1,Fellwar Stone
1,Sensei's Divining Top
1,Forbidden Orchard
1,Chrome Mox
1,Isochron Scepter
1,Talisman of Progress
1,Chain of Vapor
1,Bloodstained Mire
1,Battlefield Forge
1,Adarkar Wastes
1,Rhystic Study
1,Brainstorm
1,Frantic Search
1,Grim Monolith
1,Time Spiral
1,Windfall
1,Mox Diamond
1,Goblin Bombardment
1,Ancient Tomb
1,Pyroblast
1,Mana Vault
1,City of Brass
1,Force of Will
1,Merchant Scroll
1,Mystic Remora
1,Red Elemental Blast
1,High Tide
1,Copy Artifact
1,Wheel of Fortune
1,Opt
1,Sea of Clouds
1,Spellseeker
1,Izzet Signet
1,Smothering Tithe
1,Verity Circle
1,Dovin's Veto
1,Narset's Reversal
1,"Narset, Parter of Veils"
8,Snow-Covered Island
1,Snow-Covered Plains
1,Force of Negation
1,Talisman of Creativity
1,"Kykar, Wind's Fury"
1,Flame Sweep
1,Elsha of the Infinite
1,Arcane Signet
